tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-560,US Open,Hard,128,G,20000828,5,103324,,,Arnaud Di Pasquale,R,185,FRA,21.54414784,63,642,102735,,Q,Cedric Kauffmann,R,,FRA,24.49281314,311,98,6-4 6-4 4-6 6-3,5,R128,147,8,6,118,63,48,30,20,2,5,3,4,131,93,57,19,19,7,12
2000-560,US Open,Hard,128,G,20000828,6,102318,,,Andrei Pavel,R,183,ROU,26.58453114,35,945,103894,,WC,Phillip King,R,175,USA,18.69130732,312,96,6-3 6-4 6-3,5,R128,89,5,3,74,37,27,26,14,2,4,5,2,83,36,22,24,14,4,10
2000-560,US Open,Hard,128,G,20000828,7,102259,,,Jerome Golmard,L,188,FRA,26.96783025,48,813,102286,,Q,Wayne Black,R,170,ZIM,26.7871321,118,332,6-2 6-2 6-2,5,R128,87,12,4,61,34,30,17,12,0,1,4,2,77,26,19,17,12,7,14
2000-560,US Open,Hard,128,G,20000828,8,102839,16,,Nicolas Lapentti,R,188,ECU,24.04106776,16,1389,103184,,WC,Bob Bryan,L,193,USA,22.33264887,129,300,7-5 6-4 7-6(4),5,R128,136,20,4,122,81,66,18,17,3,3,8,2,99,61,41,27,17,3,5
2000-560,US Open,Hard,128,G,20000828,9,103720,9,,Lleyton Hewitt,R,180,AUS,19.50718686,9,2036,103714,,,Andreas Vinciguerra,L,180,SWE,19.52087611,43,868,2-6 7-5 6-3 6-3,5,R128,181,17,7,125,56,45,30,19,9,14,6,4,124,60,38,31,19,11,18
2000-560,US Open,Hard,128,G,20000828,10,102369,,,Julien Boutter,R,190,FRA,26.39835729,101,395,101902,,,Stephane Huet,L,180,FRA,29.34428474,98,410,7-6(3) 6-3 6-0,5,R128,126,18,7,84,39,34,23,13,4,6,5,3,110,55,33,22,14,10,17
2000-560,US Open,Hard,128,G,20000828,11,102562,,,Jiri Novak,R,190,CZE,25.43737166,39,899,103252,,,Alberto Martin,R,175,ESP,22.02327173,62,644,6-4 6-4 6-4,5,R128,106,3,6,99,66,49,17,15,7,8,1,2,83,44,28,23,15,5,9
2000-560,US Open,Hard,128,G,20000828,12,101647,,,Byron Black,R,175,ZIM,30.89390828,29,1015,103758,,WC,Taylor Dent,R,188,USA,19.34565366,196,190,7-6(7) 6-3 7-5,5,R128,123,2,2,101,57,40,30,17,3,5,8,11,124,67,46,27,16,9,13
2000-560,US Open,Hard,128,G,20000828,13,102701,,,Marcelo Rios,L,175,CHI,24.67351129,19,1300,103454,,,Nicolas Massu,R,183,CHI,20.8843258,64,635,6-3 7-5 1-6 7-6(6),5,R128,188,6,2,119,67,50,33,20,7,10,5,4,132,66,49,33,20,1,4
2000-560,US Open,Hard,128,G,20000828,14,102533,,LL,Jens Knippschild,R,190,GER,25.53319644,126,309,102443,,Q,Barry Cowan,L,188,GBR,26.00958248,174,218,6-4 6-3 6-3,5,R128,89,18,2,78,53,47,14,14,4,4,12,3,88,67,46,8,14,6,10
2000-560,US Open,Hard,128,G,20000828,15,102162,,,Chris Woodruff,R,188,USA,27.65229295,65,623,102770,,LL,John Van Lottum,R,185,NED,24.38329911,127,307,6-2 6-3 6-0,5,R128,74,4,5,57,33,30,14,12,0,1,2,4,67,35,13,17,11,5,12
2000-560,US Open,Hard,128,G,20000828,16,102358,7,,Thomas Enqvist,R,190,SWE,26.46132786,5,2615,103264,,,Mariano Puerta,L,180,ARG,21.94113621,18,1306,3-6 6-3 6-2 6-2,5,R128,118,11,5,93,46,37,30,17,4,6,6,5,112,62,38,24,17,14,20
2000-560,US Open,Hard,128,G,20000828,17,101948,4,,Pete Sampras,R,185,USA,29.045859,4,3039,102093,,,Martin Damm,R,188,CZE,28.07392197,69,599,7-6(3) 7-5 6-4,5,R128,142,22,4,93,62,54,19,17,3,4,14,12,136,67,53,28,17,9,12
2000-560,US Open,Hard,128,G,20000828,18,102925,,,Justin Gimelstob,R,196,USA,23.58658453,88,483,103294,,,Christophe Rochus,R,170,BEL,21.70294319,80,528,3-6 6-3 6-4 7-6(4),5,R128,177,35,11,137,71,60,32,20,7,10,3,12,138,71,47,37,20,8,12
2000-560,US Open,Hard,128,G,20000828,19,102860,,,Agustin Calleri,R,183,ARG,23.95345654,72,550,102106,,,Davide Sanguinetti,R,188,ITA,28.00821355,99,402,7-5 6-4 6-2,5,R128,109,11,4,86,53,42,22,15,3,4,6,9,85,41,28,19,15,2,7
2000-560,US Open,Hard,128,G,20000828,20,103457,,Q,Petr Kralert,R,188,CZE,20.8569473,212,165,103176,,,David Sanchez,R,183,ESP,22.35728953,93,430,7-6(4) 7-6(3) 6-2,5,R128,147,9,9,123,74,50,24,16,11,15,4,2,147,92,53,26,16,12,18
2000-560,US Open,Hard,128,G,20000828,21,103163,,,Tommy Haas,R,188,GER,22.40383299,38,913,102965,,Q,Jamie Delgado,R,178,GBR,23.43874059,216,161,6-3 6-1 6-1,5,R128,223,7,8,65,38,31,16,11,4,4,3,1,83,35,19,22,12,9,16
2000-560,US Open,Hard,128,G,20000828,22,102783,,,Rainer Schuettler,R,180,GER,24.34223135,67,613,102205,,Q,Sebastien Lareau,R,183,CAN,27.33744011,125,311,7-6(4) 6-2 6-4,5,R128,111,9,2,82,52,46,14,15,1,3,8,2,90,60,39,15,15,2,7
2000-560,US Open,Hard,128,G,20000828,23,102703,,Q,Hyung Taik Lee,R,180,KOR,24.65160849,182,205,101543,,,Jeff Tarango,L,180,USA,31.77002053,76,536,6-3 3-6 6-3 7-6(6),5,R128,162,11,5,129,66,46,31,20,6,10,10,11,161,100,67,26,19,15,20
2000-560,US Open,Hard,128,G,20000828,24,102644,13,,Franco Squillari,L,183,ARG,25.01848049,13,1605,102548,,,Juan Antonio Marin,R,175,CRC,25.49212868,95,427,6-3 6-3 7-6(5),5,R128,122,7,13,96,50,40,25,15,1,3,7,4,109,48,31,28,15,8,13
2000-560,US Open,Hard,128,G,20000828,25,102450,11,,Tim Henman,R,185,GBR,25.97672827,11,1750,102950,,,Fernando Vicente,R,180,ESP,23.47433265,44,863,6-3 6-3 6-4,5,R128,105,4,1,78,43,33,24,14,1,2,0,1,84,44,29,17,14,5,10
2000-560,US Open,Hard,128,G,20000828,26,103602,,Q,Fernando Gonzalez,R,183,CHI,20.08213552,128,304,102821,,WC,Cecil Mamiit,R,173,PHI,24.16974675,115,345,6-3 6-4 6-1,5,R128,95,7,10,80,48,35,14,13,3,6,0,2,74,45,24,8,13,5,13
2000-560,US Open,Hard,128,G,20000828,27,101990,,,Richard Krajicek,R,196,NED,28.72826831,23,1143,103694,,LL,Olivier Rochus,R,168,BEL,19.60848734,110,359,6-7(1) 6-1 6-1 6-4,5,R128,138,25,5,104,60,52,25,18,1,1,3,6,129,71,44,29,18,10,16
2000-560,US Open,Hard,128,G,20000828,28,102987,,,Andre Sa,R,185,BRA,23.31279945,86,495,103356,,,Michel Kratochvil,R,185,SUI,21.39356605,151,256,3-6 6-4 6-1 7-6(4),5,R128,165,3,1,121,68,46,26,19,7,13,3,9,132,57,37,34,19,6,14
2000-560,US Open,Hard,128,G,20000828,29,103103,,,Dominik Hrbaty,R,183,SVK,22.64750171,36,936,101964,,,Goran Ivanisevic,L,193,CRO,28.95824778,77,534,3-6 6-0 6-1 6-0,5,R128,80,19,4,83,48,40,19,14,7,9,10,9,96,43,28,14,14,12,21
2000-560,US Open,Hard,128,G,20000828,30,102223,,,Karim Alami,R,185,MAR,27.26351814,33,973,101962,,,Younes El Aynaoui,R,193,MAR,28.96098563,22,1212,6-3 6-4 3-6 2-6 6-3,5,R128,166,10,9,146,98,68,24,23,4,8,13,4,149,112,74,18,22,10,14
2000-560,US Open,Hard,128,G,20000828,31,102880,,,Alexander Popp,R,201,GER,23.81382615,83,512,103181,,,Jiri Vanek,R,185,CZE,22.34633812,79,532,6-3 6-4 7-6(2),5,R128,86,10,3,81,52,43,22,16,0,1,9,5,95,60,39,18,15,2,5
2000-560,US Open,Hard,128,G,20000828,32,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.52429843,6,2596,101969,,,Orlin Stanoytchev,R,185,BUL,28.92813142,116,345,6-7(5) 1-6 6-3 6-2 6-3,5,R128,165,15,11,147,86,68,27,22,7,10,16,15,141,63,48,41,23,7,13
2000-560,US Open,Hard,128,G,20000828,33,103498,6,,Marat Safin,R,193,RUS,20.58590007,7,2442,101945,,,Thierry Guardiola,R,188,FRA,29.05954825,141,273,7-5 6-7(5) 6-4 6-4,5,R128,169,23,7,144,62,57,41,22,9,11,4,5,142,88,62,26,22,9,14
2000-560,US Open,Hard,128,G,20000828,34,101150,,,Gianluca Pozzi,L,180,ITA,35.19780972,49,807,102104,,,Christian Ruud,R,188,NOR,28.0109514,142,271,6-2 6-3 6-2,5,R128,109,7,2,69,25,23,28,12,1,1,6,4,90,42,29,19,13,8,14
2000-560,US Open,Hard,128,G,20000828,35,102905,,,Stefan Koubek,L,175,AUT,23.65229295,45,859,103428,,,Juan Ignacio Chela,R,190,ARG,20.99657769,56,713,4-6 6-3 7-6(4) 7-6(5),5,R128,157,9,3,152,101,71,31,22,5,8,9,2,137,83,61,27,21,3,6
2000-560,US Open,Hard,128,G,20000828,36,103206,,,Sebastien Grosjean,R,175,FRA,22.25051335,28,1028,103240,,WC,Kevin Kim,R,180,USA,22.091718,157,246,6-3 6-2 6-4,5,R128,99,2,2,84,58,44,15,14,5,6,0,4,82,45,26,20,13,2,7
2000-560,US Open,Hard,128,G,20000828,37,102110,,,Daniel Nestor,L,190,CAN,27.98083504,307,99,102148,,,Fabrice Santoro,R,178,FRA,27.71800137,31,1007,7-6(4) 6-4 6-4,5,R128,109,14,5,90,57,48,21,16,1,1,16,5,99,53,38,26,16,6,8
2000-560,US Open,Hard,128,G,20000828,38,103819,,,Roger Federer,R,185,SUI,19.05544148,40,892,103193,,,Peter Wessels,R,196,NED,22.31074606,89,467,4-6 4-6 6-3 7-5 3-4 RET,5,R128,152,15,9,150,85,62,38,25,5,8,15,4,128,81,61,30,24,2,5
2000-560,US Open,Hard,128,G,20000828,39,102024,,,Hernan Gumy,R,188,ARG,28.48186174,96,415,103188,,Q,Michael Russell,R,173,USA,22.32717317,181,207,4-6 7-6(6) 7-6(1) 6-4,5,R128,199,6,4,148,92,59,32,22,11,17,6,4,156,107,68,23,22,9,15
2000-560,US Open,Hard,128,G,20000828,40,103507,12,,Juan Carlos Ferrero,R,183,ESP,20.54209446,12,1619,101897,,,Fernando Meligeni,L,180,BRA,29.3798768,122,317,6-3 6-4 3-6 7-5,5,R128,156,6,2,131,67,44,36,20,5,11,3,6,115,57,40,22,20,5,13
2000-560,US Open,Hard,128,G,20000828,41,103017,14,,Nicolas Kiefer,R,183,GER,23.14852841,14,1477,102247,,,Andrea Gaudenzi,R,183,ITA,27.08008214,103,387,7-5 6-4 0-6 6-4,5,R128,170,11,7,114,66,47,25,19,10,15,16,11,143,65,46,40,19,13,18
2000-560,US Open,Hard,128,G,20000828,42,102035,,,Jonas Bjorkman,R,183,SWE,28.43258042,53,744,102539,,,Bohdan Ulihrach,R,188,CZE,25.51129363,82,518,2-6 7-6(4) 7-6(4) 6-1,5,R128,163,12,2,152,105,71,21,20,10,15,5,11,134,71,54,28,19,11,16
2000-560,US Open,Hard,128,G,20000828,43,102854,,,Sjeng Schalken,R,193,NED,23.96988364,58,692,102694,,Q,Lars Burgsmuller,R,183,GER,24.72826831,203,180,6-1 7-6(5) 6-2,5,R128,113,10,7,90,48,39,23,14,2,3,2,5,89,51,30,17,13,2,7
2000-560,US Open,Hard,128,G,20000828,44,102437,,,Adrian Voinea,R,185,ROU,26.06160164,90,466,103182,,,Markus Hipfl,R,178,AUT,22.34086242,105,386,7-5 7-5 6-1,5,R128,98,14,1,91,60,48,15,16,4,5,7,1,90,55,42,13,15,5,10
2000-560,US Open,Hard,128,G,20000828,45,103018,,,Max Mirnyi,R,196,BLR,23.14579055,57,711,102344,,,Karol Kucera,R,188,SVK,26.48596851,42,869,7-6(3) 6-3 7-6(3),5,R128,123,7,4,104,56,42,32,16,3,4,9,7,99,62,44,21,17,2,5
2000-560,US Open,Hard,128,G,20000828,46,102610,,,Albert Costa,R,180,ESP,25.17727584,24,1132,104053,,WC,Andy Roddick,R,188,USA,17.99589322,338,85,6-3 6-7(5) 6-1 6-4,5,R128,146,18,3,116,65,54,33,20,3,4,14,5,127,65,51,25,18,11,16
2000-560,US Open,Hard,128,G,20000828,47,102642,,Q,Cyril Saulnier,R,190,FRA,25.0349076,137,283,102722,,,Attila Savolt,R,183,HUN,24.56125941,169,224,6-3 7-5 6-3,5,R128,125,10,1,84,45,37,25,15,2,3,5,5,95,38,29,27,15,3,8
2000-560,US Open,Hard,128,G,20000828,48,102796,3,,Magnus Norman,R,188,SWE,24.24640657,3,3161,102834,,,Paul Goldstein,R,178,USA,24.06570842,78,533,7-5 6-4 6-4,5,R128,147,12,4,117,73,54,27,16,10,10,1,1,120,74,50,20,16,12,15
2000-560,US Open,Hard,128,G,20000828,49,102374,8,,Alex Corretja,R,180,ESP,26.38193018,8,2236,103387,,,Paradorn Srichaphan,R,185,THA,21.2073922,85,495,7-6(2) 6-0 6-0,5,R128,118,9,2,81,42,31,28,12,5,6,3,5,106,49,27,25,12,11,18
2000-560,US Open,Hard,128,G,20000828,50,101820,,,Marc Rosset,R,201,SUI,29.80698152,30,1013,102652,,Q,Christian Vinck,L,183,GER,24.98562628,121,320,6-4 6-1 6-4,5,R128,86,12,11,80,48,39,13,14,1,3,5,4,91,59,37,11,13,12,18
2000-560,US Open,Hard,128,G,20000828,51,101792,,,Slava Dosedel,R,183,CZE,30.03969884,50,797,101532,,,Francisco Clavet,L,183,ESP,31.84394251,46,849,7-6(3) 6-4 6-1,5,R128,125,2,4,85,51,39,19,14,1,3,3,7,101,55,33,22,15,5,11
2000-560,US Open,Hard,128,G,20000828,52,102845,,,Carlos Moya,R,190,ESP,24.00273785,55,726,102025,,,Mikael Tillstrom,R,185,SWE,28.48186174,61,667,6-4 6-2 7-5,5,R128,92,8,6,96,43,33,31,15,5,6,7,6,88,54,41,11,15,5,10
2000-560,US Open,Hard,128,G,20000828,53,101774,,,Todd Martin,R,198,USA,30.14099932,32,982,102434,,,Vincent Spadea,R,183,USA,26.11088296,119,322,6-4 6-1 1-6 6-2,5,R128,134,9,7,100,59,43,21,16,2,5,2,6,110,49,32,27,16,8,14
2000-560,US Open,Hard,128,G,20000828,54,102021,,,Michael Chang,R,175,USA,28.51471595,25,1129,103248,,Q,Harel Levy,R,185,ISR,22.06433949,68,604,6-2 3-6 6-4 6-4,5,R128,152,7,1,108,54,41,31,19,2,6,6,8,129,72,45,28,18,14,20
2000-560,US Open,Hard,128,G,20000828,55,102257,,,Greg Rusedski,L,193,GBR,26.97604381,34,955,101320,,,Magnus Gustafsson,R,185,SWE,33.65092402,52,791,6-1 6-2 6-4,5,R128,94,12,2,70,48,40,14,12,2,2,1,3,91,57,32,16,13,7,13
2000-560,US Open,Hard,128,G,20000828,56,101611,10,,Cedric Pioline,R,188,FRA,31.20328542,10,1871,102227,,,Sargis Sargsian,R,180,ARM,27.23613963,71,566,6-3 6-3 6-1,5,R128,96,4,5,81,51,42,16,13,2,2,6,6,77,40,29,15,12,4,9
2000-560,US Open,Hard,128,G,20000828,57,102882,15,,Mark Philippoussis,R,196,AUS,23.80561259,15,1410,102287,,,Albert Portas,R,188,ESP,26.78439425,70,597,6-3 6-2 6-3,5,R128,101,14,10,82,38,32,22,13,4,6,10,10,92,43,29,17,13,10,17
2000-560,US Open,Hard,128,G,20000828,58,102998,,,Jan Michael Gambill,R,190,USA,23.23613963,27,1064,103888,,WC,Mardy Fish,R,188,USA,18.71868583,348,80,5-7 5-7 6-4 6-3 6-2,5,R128,208,30,8,165,83,66,42,26,8,12,10,1,145,79,52,36,25,5,11
2000-560,US Open,Hard,128,G,20000828,59,102563,,,Thomas Johansson,R,180,SWE,25.43189596,91,454,103344,,,Ivan Ljubicic,R,193,CRO,21.44558522,87,484,7-6(1) 7-6(5) 6-3,5,R128,134,7,2,114,51,39,41,16,8,9,13,2,98,60,47,18,17,2,5
2000-560,US Open,Hard,128,G,20000828,60,102869,,,Galo Blanco,R,173,ESP,23.88774812,114,351,102158,,,Patrick Rafter,R,185,AUS,27.6659822,20,1246,7-6(3) 2-6 6-3 1-6 7-6(5),5,R128,183,18,5,160,71,51,55,24,6,10,24,5,137,93,78,27,24,6,7
2000-560,US Open,Hard,128,G,20000828,61,103598,,Q,Xavier Malisse,R,185,BEL,20.10951403,159,240,102184,,,David Prinosil,R,185,GER,27.4715948,59,688,7-5 6-4 6-4,5,R128,121,7,2,92,51,41,21,16,4,6,5,14,103,52,39,23,16,8,13
2000-560,US Open,Hard,128,G,20000828,62,101735,,,Richard Fromberg,R,196,AUS,30.33538672,84,509,102567,,,George Bastl,R,183,SUI,25.40999316,74,549,4-6 6-4 6-3 6-2,5,R128,146,15,6,116,64,53,25,19,3,5,5,7,109,72,54,12,18,5,10
2000-560,US Open,Hard,128,G,20000828,63,101727,,,Jason Stoltenberg,R,185,AUS,30.40109514,75,537,101733,,Q,Jan Siemerink,L,183,NED,30.37371663,134,298,6-0 6-4 6-1,5,R128,85,1,4,67,44,37,13,12,0,0,1,9,74,39,24,14,11,5,11
2000-560,US Open,Hard,128,G,20000828,64,101885,,Q,Wayne Arthurs,L,190,AUS,29.44832307,102,392,102856,2,,Gustavo Kuerten,R,190,BRA,23.96440794,2,3473,4-6 6-3 7-6(4) 7-6(1),5,R128,151,25,3,135,71,63,38,22,8,9,6,3,130,68,53,38,21,3,4
2000-560,US Open,Hard,128,G,20000828,65,103096,,,Arnaud Clement,R,173,FRA,22.69678303,37,928,101736,1,,Andre Agassi,R,180,USA,30.33264887,1,3754,6-3 6-2 6-4,5,R64,102,12,5,101,52,42,23,14,2,3,6,2,72,40,27,15,13,1,6
2000-560,US Open,Hard,128,G,20000828,66,102271,,,Hicham Arazi,L,175,MAR,26.85831622,41,889,101965,,,Wayne Ferreira,R,185,RSA,28.95277207,21,1227,6-3 6-3 6-7(5) 6-3,5,R64,164,6,5,136,76,61,32,20,7,8,13,8,135,60,44,37,19,5,10
2000-560,US Open,Hard,128,G,20000828,67,102318,,,Andrei Pavel,R,183,ROU,26.58453114,35,945,103324,,,Arnaud Di Pasquale,R,185,FRA,21.54414784,63,642,6-7(5) 6-1 6-3 6-4,5,R64,146,7,8,121,73,60,27,19,5,6,7,3,123,66,46,30,19,4,10
2000-560,US Open,Hard,128,G,20000828,68,102259,,,Jerome Golmard,L,188,FRA,26.96783025,48,813,102839,16,,Nicolas Lapentti,R,188,ECU,24.04106776,16,1389,7-6(3) 6-0 2-6 4-6 7-6(5),5,R64,209,10,5,158,92,64,35,24,4,11,19,5,143,75,57,32,24,6,13
2000-560,US Open,Hard,128,G,20000828,69,103720,9,,Lleyton Hewitt,R,180,AUS,19.50718686,9,2036,102369,,,Julien Boutter,R,190,FRA,26.39835729,101,395,7-6(6) 6-4 6-4,5,R64,113,11,4,103,61,47,23,16,2,6,18,8,108,75,51,12,16,3,9
2000-560,US Open,Hard,128,G,20000828,70,102562,,,Jiri Novak,R,190,CZE,25.43737166,39,899,101647,,,Byron Black,R,175,ZIM,30.89390828,29,1015,2-6 6-3 7-5 7-6(4),5,R64,141,8,7,128,76,56,24,21,3,8,4,5,126,79,49,26,20,6,11
2000-560,US Open,Hard,128,G,20000828,71,102701,,,Marcelo Rios,L,175,CHI,24.67351129,19,1300,102533,,LL,Jens Knippschild,R,190,GER,25.53319644,126,309,4-6 6-4 6-4 7-5,5,R64,141,8,5,113,66,56,25,21,0,2,16,8,131,79,59,23,21,6,10
2000-560,US Open,Hard,128,G,20000828,72,102358,7,,Thomas Enqvist,R,190,SWE,26.46132786,5,2615,102162,,,Chris Woodruff,R,188,USA,27.65229295,65,623,6-3 6-2 6-2,5,R64,90,15,6,87,46,35,25,13,3,3,5,5,65,38,23,15,12,2,7
2000-560,US Open,Hard,128,G,20000828,73,101948,4,,Pete Sampras,R,185,USA,29.045859,4,3039,102925,,,Justin Gimelstob,R,196,USA,23.58658453,88,483,6-3 6-1 6-3,5,R64,93,12,6,70,37,32,22,13,2,2,8,6,66,37,24,12,12,1,6
2000-560,US Open,Hard,128,G,20000828,74,102860,,,Agustin Calleri,R,183,ARG,23.95345654,72,550,103457,,Q,Petr Kralert,R,188,CZE,20.8569473,212,165,7-5 6-4 6-3,5,R64,129,11,5,100,49,42,24,16,4,6,5,5,96,58,38,19,15,8,13
2000-560,US Open,Hard,128,G,20000828,75,102783,,,Rainer Schuettler,R,180,GER,24.34223135,67,613,103163,,,Tommy Haas,R,188,GER,22.40383299,38,913,7-6(5) 6-2 6-4,5,R64,129,9,6,95,52,40,20,15,3,6,6,4,109,66,42,18,15,5,11
2000-560,US Open,Hard,128,G,20000828,76,102703,,Q,Hyung Taik Lee,R,180,KOR,24.65160849,182,205,102644,13,,Franco Squillari,L,183,ARG,25.01848049,13,1605,7-6(3) 7-5 6-2,5,R64,130,6,3,95,56,47,24,16,4,5,5,11,128,52,35,41,16,15,19
2000-560,US Open,Hard,128,G,20000828,77,102450,11,,Tim Henman,R,185,GBR,25.97672827,11,1750,103602,,Q,Fernando Gonzalez,R,183,CHI,20.08213552,128,304,6-3 6-4 6-2,5,R64,101,9,4,77,40,28,24,14,2,4,1,10,83,46,29,13,13,5,11
2000-560,US Open,Hard,128,G,20000828,78,101990,,,Richard Krajicek,R,196,NED,28.72826831,23,1143,102987,,,Andre Sa,R,185,BRA,23.31279945,86,495,6-4 6-4 6-1,5,R64,107,14,4,74,40,31,19,13,3,5,3,4,90,54,28,18,14,7,14
2000-560,US Open,Hard,128,G,20000828,79,103103,,,Dominik Hrbaty,R,183,SVK,22.64750171,36,936,102223,,,Karim Alami,R,185,MAR,27.26351814,33,973,6-3 6-4 6-3,5,R64,98,8,1,81,50,37,19,14,5,7,6,5,95,51,35,16,14,6,12
2000-560,US Open,Hard,128,G,20000828,80,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.52429843,6,2596,102880,,,Alexander Popp,R,201,GER,23.81382615,83,512,6-7(3) 6-4 6-4 6-4,5,R64,163,8,12,141,81,56,27,21,12,18,20,18,153,79,57,26,21,13,22
2000-560,US Open,Hard,128,G,20000828,81,103498,6,,Marat Safin,R,193,RUS,20.58590007,7,2442,101150,,,Gianluca Pozzi,L,180,ITA,35.19780972,49,807,6-3 3-6 6-3 3-6 6-4,5,R64,188,11,3,121,61,45,40,23,5,9,8,4,146,76,59,33,23,10,15
2000-560,US Open,Hard,128,G,20000828,82,103206,,,Sebastien Grosjean,R,175,FRA,22.25051335,28,1028,102905,,,Stefan Koubek,L,175,AUT,23.65229295,45,859,6-2 6-2 4-6 6-2,5,R64,141,7,1,104,47,32,34,17,3,6,1,8,138,89,50,23,17,14,22
2000-560,US Open,Hard,128,G,20000828,83,103819,,,Roger Federer,R,185,SUI,19.05544148,40,892,102110,,,Daniel Nestor,L,190,CAN,27.98083504,307,99,6-1 7-6(5) 6-1,5,R64,92,15,1,88,55,48,18,14,4,4,7,4,77,54,33,10,12,4,8
2000-560,US Open,Hard,128,G,20000828,84,103507,12,,Juan Carlos Ferrero,R,183,ESP,20.54209446,12,1619,102024,,,Hernan Gumy,R,188,ARG,28.48186174,96,415,1-6 6-3 6-7(4) 6-2 6-3,5,R64,191,9,10,139,63,49,41,23,6,10,12,8,140,87,62,23,22,5,11
2000-560,US Open,Hard,128,G,20000828,85,103017,14,,Nicolas Kiefer,R,183,GER,23.14852841,14,1477,102035,,,Jonas Bjorkman,R,183,SWE,28.43258042,53,744,6-1 6-4 6-3,5,R64,103,7,3,65,41,34,13,13,1,3,2,4,88,64,42,4,13,6,13
2000-560,US Open,Hard,128,G,20000828,86,102854,,,Sjeng Schalken,R,193,NED,23.96988364,58,692,102437,,,Adrian Voinea,R,185,ROU,26.06160164,90,466,6-2 6-3 6-1,5,R64,90,14,2,69,38,33,18,12,1,1,6,5,89,54,33,13,12,7,13
2000-560,US Open,Hard,128,G,20000828,87,103018,,,Max Mirnyi,R,196,BLR,23.14579055,57,711,102610,,,Albert Costa,R,180,ESP,25.17727584,24,1132,6-4 6-1 6-4,5,R64,96,20,2,68,45,42,14,14,0,0,4,7,93,48,35,19,13,8,12
2000-560,US Open,Hard,128,G,20000828,88,102796,3,,Magnus Norman,R,188,SWE,24.24640657,3,3161,102642,,Q,Cyril Saulnier,R,190,FRA,25.0349076,137,283,6-3 6-4 6-3,5,R64,115,5,5,84,51,40,15,14,2,4,9,4,84,49,36,12,14,6,12
2000-560,US Open,Hard,128,G,20000828,89,102374,8,,Alex Corretja,R,180,ESP,26.38193018,8,2236,101820,,,Marc Rosset,R,201,SUI,29.80698152,30,1013,6-3 7-6(4) 6-3,5,R64,124,14,1,94,47,41,32,16,1,1,16,8,92,49,39,23,14,6,8
2000-560,US Open,Hard,128,G,20000828,90,102845,,,Carlos Moya,R,190,ESP,24.00273785,55,726,101792,,,Slava Dosedel,R,183,CZE,30.03969884,50,797,6-3 4-6 7-5 6-2,5,R64,154,5,4,120,59,41,34,19,2,6,1,5,122,79,51,15,20,11,19
2000-560,US Open,Hard,128,G,20000828,91,101774,,,Todd Martin,R,198,USA,30.14099932,32,982,102021,,,Michael Chang,R,175,USA,28.51471595,25,1129,6-4 6-2 6-4,5,R64,113,6,2,73,43,42,15,14,1,1,13,2,89,50,37,18,14,6,10
2000-560,US Open,Hard,128,G,20000828,92,101611,10,,Cedric Pioline,R,188,FRA,31.20328542,10,1871,102257,,,Greg Rusedski,L,193,GBR,26.97604381,34,955,6-7(4) 3-6 6-4 7-6(6) 6-3,5,R64,225,12,12,154,80,63,35,25,9,15,12,12,204,116,79,36,27,15,23
2000-560,US Open,Hard,128,G,20000828,93,102998,,,Jan Michael Gambill,R,190,USA,23.23613963,27,1064,102882,15,,Mark Philippoussis,R,196,AUS,23.80561259,15,1410,6-4 6-4 6-4,5,R64,136,17,5,105,56,43,27,15,7,7,16,10,87,45,38,19,15,5,8
2000-560,US Open,Hard,128,G,20000828,94,102563,,,Thomas Johansson,R,180,SWE,25.43189596,91,454,102869,,,Galo Blanco,R,173,ESP,23.88774812,114,351,6-4 7-6(4) 6-2,5,R64,120,14,3,81,45,39,24,15,0,1,9,7,109,53,42,21,15,7,11
2000-560,US Open,Hard,128,G,20000828,95,101735,,,Richard Fromberg,R,196,AUS,30.33538672,84,509,103598,,Q,Xavier Malisse,R,185,BEL,20.10951403,159,240,7-6(4) 4-6 6-3 7-6(2),5,R64,192,14,5,143,83,62,24,22,7,13,8,3,137,82,54,27,21,4,10
2000-560,US Open,Hard,128,G,20000828,96,101885,,Q,Wayne Arthurs,L,190,AUS,29.44832307,102,392,101727,,,Jason Stoltenberg,R,185,AUS,30.40109514,75,537,2-6 7-6(2) 6-4 6-4,5,R64,146,18,9,124,72,54,31,20,4,7,6,2,111,69,53,25,20,3,6
2000-560,US Open,Hard,128,G,20000828,97,103096,,,Arnaud Clement,R,173,FRA,22.69678303,37,928,102271,,,Hicham Arazi,L,175,MAR,26.85831622,41,889,4-6 6-2 6-2 4-6 0-1 RET,5,R32,173,22,1,121,64,47,33,20,7,10,7,6,107,59,47,22,19,6,10
